zip|type|decommissioned|primary_city|acceptable_cities|unacceptable_cities|state|county|timezone|area_codes|world_region|country|latitude|longitude|irs_estimated_population
31169|UNIQUE|0|Peachtree City|Peachtree Cty|Peachtree City Parcel Return|GA|Fayette County|America/New_York|678|NA|US|33.38|-84.79|0
31191|UNIQUE|1|Atlanta|Atlanta Bmc, Fingerhut, Atl||GA|Fulton County|America/New_York|404|NA|US|33.79|-84.44|0
31192|UNIQUE|0|Atlanta||Atl, Mellon Bank|GA|Fulton County|America/New_York|404|NA|US|33.76|-84.42|0
31193|UNIQUE|0|Atlanta||Atl, Wells Fargo|GA|Fulton County|America/New_York|404|NA|US|33.76|-84.42|0
31195|UNIQUE|0|Atlanta||Atl, Atlanta Ndc|GA|Fulton County|America/New_York|404|NA|US|33.76|-84.42|0
31196|UNIQUE|0|Atlanta||Atl, Atlanta Ndc|GA|Fulton County|America/New_York|404|NA|US|33.76|-84.42|0
31197|UNIQUE|1|Atlanta|Atl|Atlanta Bmc|GA|Fulton County|America/New_York|404|NA|US|33.74|-84.38|0
31198|UNIQUE|1|Atlanta|Atl|Atlanta Bmc|GA|Fulton County|America/New_York|404|NA|US|33.74|-84.38|0
31199|UNIQUE|1|Atlanta|Atl|Atlanta Bmc, Bmc|GA|Fulton County|America/New_York|404|NA|US|33.74|-84.38|0
31201|STANDARD|0|Macon|Huber||GA|Bibb County|America/New_York|478|NA|US|32.8|-83.62|4840
31202|PO BOX|0|Macon|||GA|Bibb County|America/New_York|478|NA|US|32.83|-83.65|470
31203|PO BOX|0|Macon|||GA|Bibb County|America/New_York|478|NA|US|32.83|-83.65|607
31204|STANDARD|0|Macon|Payne, Payne City||GA|Bibb County|America/New_York|478|NA|US|32.85|-83.67|23070
31205|PO BOX|0|Macon|||GA|Bibb County|America/New_York|478|NA|US|32.83|-83.65|542
31206|STANDARD|0|Macon|||GA|Bibb County|America/New_York|478|NA|US|32.8|-83.69|20400
31207|UNIQUE|0|Macon||Mercer University|GA|Bibb County|America/New_York|478|NA|US|32.83|-83.65|234
31208|PO BOX|0|Macon|||GA|Bibb County|America/New_York|478|NA|US|32.83|-83.65|1301
31209|PO BOX|0|Macon|||GA|Bibb County|America/New_York|478|NA|US|32.83|-83.65|359
31210|STANDARD|0|Macon|||GA|Bibb County|America/New_York|478|NA|US|32.91|-83.74|30240
31211|STANDARD|0|Macon|||GA|Bibb County|America/New_York|478|NA|US|32.9|-83.58|12840
31212|PO BOX|1|Macon|||GA|Bibb County|America/New_York|478|NA|US|32.83|-83.65|406
31213|UNIQUE|0|Macon||Usps Official Mail|GA|Bibb County|America/New_York|478|NA|US|32.84|-83.64|26
31216|STANDARD|0|Macon|||GA|Bibb County|America/New_York|478|NA|US|32.73|-83.69|13770
31217|STANDARD|0|Macon|||GA|Bibb County|America/New_York|478|NA|US|32.84|-83.5|13760
31220|STANDARD|0|Macon|||GA|Bibb County|America/New_York|478|NA|US|32.87|-83.81|12740
31221|PO BOX|0|Macon|||GA|Bibb County|America/New_York|478|NA|US|32.83|-83.65|420
31294|UNIQUE|0|Macon||Business Reply Mail, Macon Brm|GA|Bibb County|America/New_York|478|NA|US|32.83|-83.65|0
31295|UNIQUE|0|Macon||Geico Underwriting|GA|Bibb County|America/New_York|478|NA|US|32.83|-83.65|0
31296|UNIQUE|0|Macon||Geico Claims|GA|Bibb County|America/New_York|478|NA|US|32.83|-83.65|0
31297|PO BOX|0|Macon|||GA|Bibb County|America/New_York|478|NA|US|32.83|-83.65|30
31301|STANDARD|0|Allenhurst|||GA|Liberty County|America/New_York|912|NA|US|31.78|-81.6|3620
31302|STANDARD|0|Bloomingdale|||GA|Effingham County|America/New_York|912|NA|US|32.11|-81.3|7200
31303|STANDARD|0|Clyo|||GA|Effingham County|America/New_York|803, 839, 843, 854, 912|NA|US|32.48|-81.26|2170
31304|PO BOX|0|Crescent|||GA|McIntosh County|America/New_York|912|NA|US|31.5|-81.36|740
31305|STANDARD|0|Darien|||GA|McIntosh County|America/New_York|912|NA|US|31.37|-81.42|4090
31307|PO BOX|0|Eden|||GA|Effingham County|America/New_York|912|NA|US|32.17|-81.39|1172
31308|STANDARD|0|Ellabell|Black Creek||GA|Bryan County|America/New_York|912|NA|US|32.12|-81.48|7740
31309|STANDARD|0|Fleming|||GA|Liberty County|America/New_York|912|NA|US|31.88|-81.42|770
31310|PO BOX|0|Hinesville|||GA|Liberty County|America/New_York|912|NA|US|31.83|-81.59|1375
31312|STANDARD|0|Guyton||Marlow, Pineora|GA|Effingham County|America/New_York|912|NA|US|32.33|-81.39|24030
31313|STANDARD|0|Hinesville|Flemington, Fort Stewart|Ft Stewart, Gum Branch|GA|Liberty County|America/New_York|912|NA|US|31.83|-81.59|36710
31314|STANDARD|0|Fort Stewart||Ft Stewart|GA|Liberty County|America/New_York|912|NA|US|31.87|-81.61|700
31315|STANDARD|0|Fort Stewart|Hinesville|Ft Stewart|GA|Liberty County|America/New_York|912|NA|US|31.89|-81.59|7120
31316|STANDARD|0|Ludowici||Bayview, Donald, Elim|GA|Long County|America/New_York|912|NA|US|31.71|-81.74|12090
31318|PO BOX|0|Meldrim|||GA|Effingham County|America/New_York|912|NA|US|32.14|-81.37|563
31319|PO BOX|0|Meridian|Valona|Carnigan|GA|McIntosh County|America/New_York|912|NA|US|31.45|-81.37|312
31320|STANDARD|0|Midway|||GA|Liberty County|America/New_York|912|NA|US|31.8|-81.42|8960
31321|STANDARD|0|Pembroke|Nevils||GA|Bryan County|America/New_York|912|NA|US|32.13|-81.62|6240
31322|STANDARD|0|Pooler|||GA|Chatham County|America/New_York|912|NA|US|32.1|-81.25|26210
31323|STANDARD|0|Riceboro||Jones, Retreat, South Newport|GA|Liberty County|America/New_York|912|NA|US|31.72|-81.44|1460
31324|STANDARD|0|Richmond Hill|||GA|Bryan County|America/New_York|912|NA|US|31.93|-81.3|33770
31326|STANDARD|0|Rincon|||GA|Effingham County|America/New_York|843, 854, 912|NA|US|32.29|-81.23|21750
31327|PO BOX|0|Sapelo Island|||GA|McIntosh County|America/New_York|912|NA|US|31.39|-81.27|72
31328|STANDARD|0|Tybee Island||Fort Screven|GA|Chatham County|America/New_York|912|NA|US|32.01|-80.85|2780
31329|STANDARD|0|Springfield|Stillwell||GA|Effingham County|America/New_York|843, 854, 912|NA|US|32.36|-81.3|8800
31331|STANDARD|0|Townsend|Shellman Blf, Shellman Bluff|Ashintilly, Cox, Eulonia, Ridgeville|GA|McIntosh County|America/New_York|912|NA|US|31.53|-81.52|4930
31333|PO BOX|0|Walthourville|||GA|Liberty County|America/New_York|912|NA|US|31.77|-81.63|908
31401|STANDARD|0|Savannah|||GA|Chatham County|America/New_York|912|NA|US|32.08|-81.1|11330
31402|PO BOX|0|Savannah|||GA|Chatham County|America/New_York|912|NA|US|32.08|-81.1|1263
31403|PO BOX|0|Savannah|||GA|Chatham County|America/New_York|912|NA|US|32.08|-81.1|1037
31404|STANDARD|0|Savannah|Thunderbolt|State College|GA|Chatham County|America/New_York|912|NA|US|32.05|-81.05|23020
31405|STANDARD|0|Savannah|Garden City, Garden Cty|Hunter Army Air Field|GA|Chatham County|America/New_York|912|NA|US|32.04|-81.18|29630
31406|STANDARD|0|Savannah|Vernonburg||GA|Chatham County|America/New_York|912|NA|US|31.98|-81.08|28030
31407|STANDARD|0|Port Wentworth|Port Wentwrth, Prt Wentworth, Savannah||GA|Chatham County|America/New_York|912|NA|US|32.19|-81.19|19570
31408|STANDARD|0|Savannah|Garden City, Garden Cty||GA|Chatham County|America/New_York|912|NA|US|32.12|-81.18|7260
31409|PO BOX|0|Savannah|Hunter Aaf||GA|Chatham County|America/New_York|912|NA|US|32.02|-81.14|568
31410|STANDARD|0|Savannah|Thunderbolt, Wilmington Is, Wilmington Island||GA|Chatham County|America/New_York|912|NA|US|32.02|-80.99|21500
31411|STANDARD|0|Savannah|||GA|Chatham County|America/New_York|912|NA|US|31.94|-81.03|9140
31412|PO BOX|0|Savannah|||GA|Chatham County|America/New_York|912|NA|US|32.08|-81.1|1038
31414|PO BOX|0|Savannah|||GA|Chatham County|America/New_York|912|NA|US|32.08|-81.1|930
31415|STANDARD|0|Savannah|Garden City, Garden Cty||GA|Chatham County|America/New_York|912|NA|US|32.08|-81.13|8510
31416|PO BOX|0|Savannah|||GA|Chatham County|America/New_York|912|NA|US|32.08|-81.1|1577
31418|PO BOX|0|Savannah|Garden City, Garden Cty||GA|Chatham County|America/New_York|912|NA|US|32.08|-81.1|598
31419|STANDARD|0|Savannah|||GA|Chatham County|America/New_York|912|NA|US|32|-81.23|44960
31420|PO BOX|0|Savannah|||GA|Chatham County|America/New_York|912|NA|US|32.08|-81.1|730
31421|STANDARD|0|Savannah|||GA|Chatham County|America/New_York|912|NA|US|32.09|-81.08|0
31501|STANDARD|0|Waycross|Okefenokee||GA|Ware County|America/New_York|912|NA|US|31.21|-82.35|11030
31502|PO BOX|0|Waycross|||GA|Ware County|America/New_York|912|NA|US|31.21|-82.35|1271
31503|STANDARD|0|Waycross|||GA|Ware County|America/New_York|912|NA|US|31.2|-82.41|16700
31510|STANDARD|0|Alma||Guysie, Rockingham|GA|Bacon County|America/New_York|912|NA|US|31.54|-82.47|7910
31512|STANDARD|0|Ambrose|||GA|Coffee County|America/New_York|229, 912|NA|US|31.59|-83.01|1540
31513|STANDARD|0|Baxley||Graham, Pine Grove|GA|Appling County|America/New_York|912|NA|US|31.76|-82.35|12550
31515|PO BOX|0|Baxley|||GA|Appling County|America/New_York|912|NA|US|31.76|-82.35|1471
31516|STANDARD|0|Blackshear||Jot Em Down Store|GA|Pierce County|America/New_York|912|NA|US|31.29|-82.24|12930
31518|STANDARD|0|Bristol|||GA|Appling County|America/New_York|912|NA|US|31.51|-82.19|640
31519|STANDARD|0|Broxton||Lotts, Pridgen|GA|Coffee County|America/New_York|229, 912|NA|US|31.62|-82.88|2980
31520|STANDARD|0|Brunswick||Altama, Sears|GA|Glynn County|America/New_York|912|NA|US|31.15|-81.48|16410
31521|PO BOX|0|Brunswick|||GA|Glynn County|America/New_York|912|NA|US|31.14|-81.49|1293
31522|STANDARD|0|Saint Simons Island|Brunswick, Saint Simons Is, St Simons Is, St Simons Island||GA|Glynn County|America/New_York|912|NA|US|31.21|-81.37|15890
31523|STANDARD|0|Brunswick|||GA|Glynn County|America/New_York|912|NA|US|31.21|-81.64|13850
31524|UNIQUE|0|Brunswick||Fed Law Enforcement Trng Ctr, Glynco|GA|Glynn County|America/New_York|912|NA|US|31.24|-81.47|34
31525|STANDARD|0|Brunswick||Everett, Sterling, Thalman|GA|Glynn County|America/New_York|912|NA|US|31.32|-81.53|24670
31527|STANDARD|0|Jekyll Island|Brunswick||GA|Glynn County|America/New_York|912|NA|US|31.04|-81.41|730
31532|STANDARD|0|Denton||Snipesville|GA|Jeff Davis County|America/New_York|912|NA|US|31.72|-82.69|530
31533|STANDARD|0|Douglas|||GA|Coffee County|America/New_York|912|NA|US|31.5|-82.85|12550
31534|PO BOX|0|Douglas|||GA|Coffee County|America/New_York|912|NA|US|31.5|-82.85|3040
31535|STANDARD|0|Douglas|||GA|Coffee County|America/New_York|912|NA|US|31.46|-82.87|10240
31537|STANDARD|0|Folkston|Homeland||GA|Charlton County|America/New_York|904, 912|NA|US|30.83|-82|6590
31539|STANDARD|0|Hazlehurst||Roper|GA|Jeff Davis County|America/New_York|229, 912|NA|US|31.86|-82.59|11800
31542|STANDARD|0|Hoboken|||GA|Brantley County|America/New_York|912|NA|US|31.18|-82.13|2100
31543|STANDARD|0|Hortense|||GA|Brantley County|America/New_York|912|NA|US|31.33|-81.95|4090
31544|STANDARD|0|Jacksonville|||GA|Telfair County|America/New_York|229, 912|NA|US|31.81|-82.97|510
31545|STANDARD|0|Jesup||Doctortown, Gardi, Madray Springs, Mckinnon|GA|Wayne County|America/New_York|912|NA|US|31.66|-81.93|12970
31546|STANDARD|0|Jesup|||GA|Wayne County|America/New_York|912|NA|US|31.59|-81.88|5300
31547|STANDARD|0|Kings Bay|||GA|Camden County|America/New_York|912|NA|US|30.79|-81.56|575
31548|STANDARD|0|Kingsland|||GA|Camden County|America/New_York|904, 912|NA|US|30.79|-81.66|21100
31549|STANDARD|0|Lumber City|||GA|Telfair County|America/New_York|229, 912|NA|US|31.93|-82.68|1260
31550|STANDARD|0|Manor|||GA|Ware County|America/New_York|912|NA|US|31.1|-82.57|660
31551|STANDARD|0|Mershon|||GA|Pierce County|America/New_York|912|NA|US|31.47|-82.21|740
31552|STANDARD|0|Millwood||Fairfax|GA|Ware County|America/New_York|912|NA|US|31.26|-82.66|880
31553|STANDARD|0|Nahunta||Hickox, Lulaton, Raybon|GA|Brantley County|America/New_York|912|NA|US|31.2|-81.98|4120
31554|STANDARD|0|Nicholls||Beach, Bickley, Chatterton, Sessoms, Wilsonville|GA|Coffee County|America/New_York|912|NA|US|31.51|-82.63|4340
31555|STANDARD|0|Odum|||GA|Wayne County|America/New_York|912|NA|US|31.66|-82.02|2490
31556|PO BOX|0|Offerman|||GA|Pierce County|America/New_York|912|NA|US|31.41|-82.12|188
31557|STANDARD|0|Patterson|||GA|Pierce County|America/New_York|912|NA|US|31.38|-82.13|2820
31558|STANDARD|0|Saint Marys|||GA|Camden County|America/New_York|904, 912|NA|US|30.75|-81.57|19110
31560|STANDARD|0|Screven|||GA|Wayne County|America/New_York|912|NA|US|31.48|-82.01|2240
31561|PO BOX|0|Sea Island|Brunswick||GA|Glynn County|America/New_York|912|NA|US|31.18|-81.35|340
31562|STANDARD|0|Saint George|||GA|Charlton County|America/New_York|904, 912|NA|US|30.42|-82.17|1490
31563|STANDARD|0|Surrency|||GA|Appling County|America/New_York|912|NA|US|31.72|-82.19|1090
31564|PO BOX|0|Waresboro|||GA|Ware County|America/New_York|912|NA|US|31.25|-82.47|172
31565|STANDARD|0|Waverly||Hickory Bluff, Piney Bluff, Spring Bluff|GA|Camden County|America/New_York|912|NA|US|31.09|-81.72|1920
31566|STANDARD|0|Waynesville|||GA|Brantley County|America/New_York|912|NA|US|31.22|-81.79|2790
31567|STANDARD|0|West Green|||GA|Coffee County|America/New_York|912|NA|US|31.6|-82.73|610
31568|STANDARD|0|White Oak|||GA|Camden County|America/New_York|912|NA|US|31.03|-81.82|900
31569|STANDARD|0|Woodbine|||GA|Camden County|America/New_York|912|NA|US|30.95|-81.72|4900
31598|PO BOX|0|Jesup|||GA|Wayne County|America/New_York|912|NA|US|31.59|-81.88|1019
31599|UNIQUE|0|Jesup||Federal Correctional Inst|GA|Wayne County|America/New_York|912|NA|US|31.56|-81.9|0
31601|STANDARD|0|Valdosta||Dasher, Remerton|GA|Lowndes County|America/New_York|229, 386, 448, 850|NA|US|30.84|-83.27|23380
31602|STANDARD|0|Valdosta|||GA|Lowndes County|America/New_York|229|NA|US|30.87|-83.34|26760
31603|PO BOX|0|Valdosta|||GA|Lowndes County|America/New_York|229|NA|US|30.84|-83.27|1315
31604|PO BOX|0|Valdosta|||GA|Lowndes County|America/New_York|229|NA|US|30.84|-83.27|1032
31605|STANDARD|0|Valdosta||Bemiss|GA|Lowndes County|America/New_York|229|NA|US|30.93|-83.23|20760
31606|STANDARD|0|Valdosta|||GA|Lowndes County|America/New_York|229|NA|US|30.81|-83.19|3360
31620|STANDARD|0|Adel|||GA|Cook County|America/New_York|229|NA|US|31.13|-83.42|8640
31622|STANDARD|0|Alapaha|||GA|Berrien County|America/New_York|229, 912|NA|US|31.38|-83.22|1590
31623|PO BOX|0|Argyle|||GA|Clinch County|America/New_York|912|NA|US|31.07|-82.64|197
31624|STANDARD|0|Axson|||GA|Atkinson County|America/New_York|912|NA|US|31.27|-82.73|1070
31625|STANDARD|0|Barney|||GA|Brooks County|America/New_York|229|NA|US|31|-83.51|840
31626|STANDARD|0|Boston|||GA|Thomas County|America/New_York|229, 448, 850|NA|US|30.79|-83.79|2700
31627|PO BOX|0|Cecil|||GA|Cook County|America/New_York|229|NA|US|31.04|-83.39|263
31629|STANDARD|0|Dixie|||GA|Brooks County|America/New_York|229|NA|US|30.78|-83.66|680
31630|STANDARD|0|Du Pont|||GA|Clinch County|America/New_York|229, 912|NA|US|30.98|-82.86|400
31631|STANDARD|0|Fargo|||GA|Clinch County|America/New_York|229, 386, 912|NA|US|30.68|-82.56|360
31632|STANDARD|0|Hahira|||GA|Lowndes County|America/New_York|229|NA|US|30.99|-83.37|12780
31634|STANDARD|0|Homerville|Cogdell||GA|Clinch County|America/New_York|912|NA|US|31.03|-82.75|4440
31635|STANDARD|0|Lakeland|||GA|Lanier County|America/New_York|229, 912|NA|US|31.04|-83.07|5030
31636|STANDARD|0|Lake Park||Lakepark|GA|Lowndes County|America/New_York|229, 386|NA|US|30.68|-83.18|8820
31637|STANDARD|0|Lenox||El Dorado|GA|Cook County|America/New_York|229|NA|US|31.26|-83.46|2280
31638|STANDARD|0|Morven|||GA|Brooks County|America/New_York|229|NA|US|30.94|-83.5|790
31639|STANDARD|0|Nashville|||GA|Berrien County|America/New_York|229, 912|NA|US|31.2|-83.24|8190
31641|STANDARD|0|Naylor|||GA|Lowndes County|America/New_York|229|NA|US|30.9|-83.07|1720
31642|STANDARD|0|Pearson|||GA|Atkinson County|America/New_York|912|NA|US|31.29|-82.85|3830
31643|STANDARD|0|Quitman|||GA|Brooks County|America/New_York|229, 448, 850|NA|US|30.78|-83.56|6810
31645|STANDARD|0|Ray City|||GA|Berrien County|America/New_York|229|NA|US|31.07|-83.19|4000
31647|STANDARD|0|Sparks|||GA|Cook County|America/New_York|229|NA|US|31.16|-83.44|2810
31648|STANDARD|0|Statenville|||GA|Echols County|America/New_York|229|NA|US|30.7|-83.03|790
31649|STANDARD|0|Stockton|||GA|Lanier County|America/New_York|229, 912|NA|US|30.93|-83|550
31650|STANDARD|0|Willacoochee|||GA|Atkinson County|America/New_York|229, 912|NA|US|31.34|-83.04|2430
31698|UNIQUE|0|Valdosta||Valdosta State College|GA|Lowndes County|America/New_York|229|NA|US|30.85|-83.29|75
31699|UNIQUE|0|Moody AFB||Moody Air Force Base|GA|Lowndes County|America/New_York|229|NA|US|30.97|-83.21|484
31701|STANDARD|0|Albany|||GA|Dougherty County|America/New_York|229|NA|US|31.57|-84.17|12820
31702|PO BOX|0|Albany|||GA|Dougherty County|America/New_York|229|NA|US|31.57|-84.17|776
31703|PO BOX|0|Albany|||GA|Dougherty County|America/New_York|229|NA|US|31.57|-84.17|684
31704|UNIQUE|0|Albany||Marine Corps Logistics Base|GA|Dougherty County|America/New_York|229|NA|US|31.55|-84.06|241
31705|STANDARD|0|Albany|Bridgeboro|Radium Springs|GA|Dougherty County|America/New_York|229|NA|US|31.52|-84.04|21560
31706|PO BOX|0|Albany|||GA|Dougherty County|America/New_York|229|NA|US|31.57|-84.17|1278
31707|STANDARD|0|Albany|||GA|Dougherty County|America/New_York|229|NA|US|31.59|-84.21|19000
31708|PO BOX|0|Albany|||GA|Dougherty County|America/New_York|229|NA|US|31.57|-84.17|944
31709|STANDARD|0|Americus|||GA|Sumter County|America/New_York|229, 478|NA|US|32.07|-84.22|11850
31711|STANDARD|0|Andersonville|||GA|Sumter County|America/New_York|229, 478|NA|US|32.19|-84.14|590
31712|STANDARD|0|Arabi|||GA|Crisp County|America/New_York|229|NA|US|31.83|-83.73|920
31714|STANDARD|0|Ashburn|||GA|Turner County|America/New_York|229|NA|US|31.7|-83.65|5090
31716|STANDARD|0|Baconton|||GA|Mitchell County|America/New_York|229|NA|US|31.37|-84.16|2370
31719|STANDARD|0|Americus|||GA|Sumter County|America/New_York|229|NA|US|32.06|-84.26|6960
31720|PO BOX|0|Barwick|||GA|Thomas County|America/New_York|229|NA|US|30.89|-83.73|525
31721|STANDARD|0|Albany|||GA|Dougherty County|America/New_York|229|NA|US|31.52|-84.3|17620
31722|PO BOX|0|Berlin|||GA|Colquitt County|America/New_York|229|NA|US|31.07|-83.62|515
31727|PO BOX|0|Brookfield|||GA|Tift County|America/New_York|229|NA|US|31.42|-83.39|351
31730|STANDARD|0|Camilla|||GA|Mitchell County|America/New_York|229|NA|US|31.22|-84.21|7070
31733|STANDARD|0|Chula|||GA|Tift County|America/New_York|229|NA|US|31.59|-83.49|1350
31735|STANDARD|0|Cobb|||GA|Sumter County|America/New_York|229|NA|US|31.96|-83.96|590
31738|STANDARD|0|Coolidge|||GA|Thomas County|America/New_York|229|NA|US|31.01|-83.86|1870
31739|PO BOX|0|Cotton|||GA|Mitchell County|America/New_York|229|NA|US|31.16|-84.06|26
31743|STANDARD|0|De Soto|||GA|Sumter County|America/New_York|229|NA|US|31.95|-84.06|400
31744|STANDARD|0|Doerun|||GA|Colquitt County|America/New_York|229|NA|US|31.31|-83.91|2420
31747|PO BOX|0|Ellenton|||GA|Colquitt County|America/New_York|229|NA|US|31.17|-83.58|403
31749|STANDARD|0|Enigma|||GA|Berrien County|America/New_York|229|NA|US|31.4|-83.33|1890
31750|STANDARD|0|Fitzgerald|||GA|Ben Hill County|America/New_York|229|NA|US|31.7|-83.25|14290
31753|PO BOX|0|Funston|||GA|Colquitt County|America/New_York|229|NA|US|31.2|-83.87|320
31756|STANDARD|0|Hartsfield||Hartville|GA|Colquitt County|America/New_York|229|NA|US|31.21|-83.97|820
31757|STANDARD|0|Thomasville||Tville|GA|Thomas County|America/New_York|229|NA|US|30.87|-83.9|9370
31758|PO BOX|0|Thomasville||Tville|GA|Thomas County|America/New_York|229|NA|US|30.83|-83.97|696
31760|PO BOX|0|Irwinville|||GA|Irwin County|America/New_York|229|NA|US|31.64|-83.38|93
31763|STANDARD|0|Leesburg|||GA|Lee County|America/New_York|229|NA|US|31.73|-84.17|25140
31764|STANDARD|0|Leslie|||GA|Sumter County|America/New_York|229, 478|NA|US|31.95|-84.08|880
31765|STANDARD|0|Meigs||Hinsonton|GA|Thomas County|America/New_York|229|NA|US|31.07|-84.09|2090
31768|STANDARD|0|Moultrie|Riverside|Moultrie Municipal Airport|GA|Colquitt County|America/New_York|229|NA|US|31.16|-83.77|17170
31769|PO BOX|0|Mystic|||GA|Irwin County|America/New_York|229|NA|US|31.62|-83.33|165
31771|STANDARD|0|Norman Park|||GA|Colquitt County|America/New_York|229|NA|US|31.26|-83.68|4700
31772|STANDARD|0|Oakfield|||GA|Worth County|America/New_York|229|NA|US|31.77|-83.97|410
31773|STANDARD|0|Ochlocknee|||GA|Thomas County|America/New_York|229|NA|US|30.97|-84.05|3230
31774|STANDARD|0|Ocilla|||GA|Irwin County|America/New_York|229, 912|NA|US|31.59|-83.24|4910
31775|STANDARD|0|Omega|||GA|Tift County|America/New_York|229|NA|US|31.33|-83.59|2510
31776|PO BOX|0|Moultrie|||GA|Colquitt County|America/New_York|229|NA|US|31.16|-83.77|2679
31778|STANDARD|0|Pavo|||GA|Thomas County|America/New_York|229|NA|US|30.96|-83.73|2090
31779|STANDARD|0|Pelham|||GA|Mitchell County|America/New_York|229|NA|US|31.12|-84.15|6110
31780|STANDARD|0|Plains|||GA|Sumter County|America/New_York|229|NA|US|32.03|-84.39|1360
31781|STANDARD|0|Poulan|||GA|Worth County|America/New_York|229|NA|US|31.51|-83.78|1180
31782|PO BOX|0|Putney|||GA|Dougherty County|America/New_York|229|NA|US|31.47|-84.11|314
31783|STANDARD|0|Rebecca|||GA|Turner County|America/New_York|229|NA|US|31.8|-83.48|920
31784|STANDARD|0|Sale City|||GA|Mitchell County|America/New_York|229|NA|US|31.26|-84.02|580
31787|STANDARD|0|Smithville|||GA|Lee County|America/New_York|229|NA|US|31.9|-84.25|1210
31788|STANDARD|0|Moultrie|||GA|Colquitt County|America/New_York|229|NA|US|31.12|-83.68|8080
31789|STANDARD|0|Sumner|||GA|Worth County|America/New_York|229|NA|US|31.51|-83.74|1040
31790|STANDARD|0|Sycamore|||GA|Turner County|America/New_York|229|NA|US|31.67|-83.63|1530
31791|STANDARD|0|Sylvester|||GA|Worth County|America/New_York|229|NA|US|31.52|-83.83|9730
31792|STANDARD|0|Thomasville|Metcalf|Gateway, Tville|GA|Thomas County|America/New_York|229, 448, 850|NA|US|30.83|-83.97|18570
31793|STANDARD|0|Tifton|||GA|Tift County|America/New_York|229|NA|US|31.46|-83.59|8610
31794|STANDARD|0|Tifton|Abac, Abraham Baldwin College||GA|Tift County|America/New_York|229|NA|US|31.46|-83.51|21430
31795|STANDARD|0|TY TY||Tyty|GA|Tift County|America/New_York|229|NA|US|31.47|-83.65|1820
31796|STANDARD|0|Warwick|||GA|Worth County|America/New_York|229|NA|US|31.82|-83.92|880
31798|STANDARD|0|Wray|||GA|Irwin County|America/New_York|229, 912|NA|US|31.62|-83.05|900
31799|PO BOX|0|Thomasville||Tville|GA|Thomas County|America/New_York|229|NA|US|30.83|-83.97|1911
31801|STANDARD|0|Box Springs|Juniper||GA|Marion County|America/New_York|229, 706, 762|NA|US|32.58|-84.61|2230
31803|STANDARD|0|Buena Vista|Tazewell||GA|Marion County|America/New_York|229, 706, 762|NA|US|32.31|-84.51|3720
31804|STANDARD|0|Cataula|||GA|Harris County|America/New_York|706, 762|NA|US|32.66|-84.88|5760
31805|STANDARD|0|Cusseta|||GA|Chattahoochee County|America/New_York|229, 706, 762|NA|US|32.3|-84.77|2190
31806|STANDARD|0|Ellaville|||GA|Schley County|America/New_York|229, 478|NA|US|32.23|-84.3|3670
31807|STANDARD|0|Ellerslie|||GA|Harris County|America/New_York|706, 762|NA|US|32.64|-84.79|2960
31808|STANDARD|0|Fortson|||GA|Harris County|America/New_York|334, 706, 762|NA|US|32.63|-84.98|8820
31810|PO BOX|0|Geneva|||GA|Talbot County|America/New_York|229, 706, 762|NA|US|32.57|-84.55|268
31811|STANDARD|0|Hamilton|||GA|Harris County|America/New_York|334, 706, 762|NA|US|32.75|-84.87|5370
31812|STANDARD|0|Junction City|||GA|Talbot County|America/New_York|229, 478, 706, 762|NA|US|32.6|-84.45|320
31814|PO BOX|0|Louvale|||GA|Stewart County|America/New_York|229, 334|NA|US|32.22|-84.84|133
31815|STANDARD|0|Lumpkin|||GA|Stewart County|America/New_York|229, 334|NA|US|32.04|-84.79|1340
31816|STANDARD|0|Manchester|||GA|Meriwether County|America/New_York|706, 762|NA|US|32.85|-84.61|4270
31820|STANDARD|0|Midland|||GA|Muscogee County|America/New_York|706, 762|NA|US|32.58|-84.84|12300
31821|STANDARD|0|Omaha|||GA|Stewart County|America/New_York|229, 334|NA|US|32.14|-85.01|271
31822|STANDARD|0|Pine Mountain|||GA|Harris County|America/New_York|706, 762|NA|US|32.86|-84.85|5220
31823|STANDARD|0|Pine Mountain Valley|Pine Mtn Vly||GA|Harris County|America/New_York|706, 762|NA|US|32.78|-84.82|670
31824|STANDARD|0|Preston|||GA|Webster County|America/New_York|229|NA|US|32.06|-84.54|1250
31825|STANDARD|0|Richland|||GA|Stewart County|America/New_York|229, 706, 762|NA|US|32.08|-84.67|1600
31826|STANDARD|0|Shiloh|||GA|Harris County|America/New_York|706, 762|NA|US|32.81|-84.69|1590
31827|STANDARD|0|Talbotton|||GA|Talbot County|America/New_York|478, 706, 762|NA|US|32.67|-84.54|1450
31829|STANDARD|0|Upatoi|Columbus||GA|Muscogee County|America/New_York|706, 762|NA|US|32.56|-84.74|1490
31830|STANDARD|0|Warm Springs|||GA|Meriwether County|America/New_York|706, 762|NA|US|32.88|-84.67|1620
31831|STANDARD|0|Waverly Hall|||GA|Harris County|America/New_York|706, 762|NA|US|32.68|-84.73|3500
31832|STANDARD|0|Weston|||GA|Webster County|America/New_York|229|NA|US|31.97|-84.61|205
31833|STANDARD|0|West Point|||GA|Troup County|America/New_York|334, 706, 762|NA|US|32.87|-85.16|5910
31836|STANDARD|0|Woodland|||GA|Talbot County|America/New_York|706, 762|NA|US|32.78|-84.56|710
