,name,lat,lng,zip
989,Pet Supermarket,30.3175559,-81.4726537,32225
990,Pet Supermarket,29.5540932,-81.22952409999999,32137
991,Pet Supermarket,30.2848241,-81.4610276,32224
992,Pet Creations,30.4515094,-81.63737479999999,32218
993,Pet Supermarket,30.3524532,-81.5812534,32277
994,Petco,29.1435119,-82.1877512,34474
995,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
996,Pet and Feed Store,30.2473951,-81.7999338,32210
997,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
998,Pet Supermarket,30.1422699,-81.7658136,32065
999,EarthWise Pet,30.2903108,-81.3923713,32250
1000,Pet Supermarket,30.2624511,-81.6237929,32217
1001,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1002,Pet Supermarket,30.2873056,-81.7213709,32210
1003,Pet Supermarket,30.2640955,-81.55840649999999,32216
1004,Pet Supermarket,29.8795038,-81.326146,32084
1005,Pet Supermarket,30.1875604,-81.62707739999999,32257
1006,Pet Supermarket,30.2054568,-81.7591583,32244
1007,Pet Supermarket,29.675545,-82.33880669999999,32609
1008,Pet Supermarket,29.187339,-82.1098148,34470
1009,Pet Supermarket,30.3175559,-81.4726537,32225
1010,Pet Supermarket,29.5540932,-81.22952409999999,32137
1011,Pet Supermarket,30.2848241,-81.4610276,32224
1012,Pet Creations,30.4515094,-81.63737479999999,32218
1013,Pet Supermarket,30.3524532,-81.5812534,32277
1014,Petco,29.1435119,-82.1877512,34474
1015,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
1016,Pet and Feed Store,30.2473951,-81.7999338,32210
1017,Pet Supermarket,29.1263381,-81.00240389999999,32127
1018,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
1019,Pet Supermarket,30.1422699,-81.7658136,32065
1020,Pet Supermarket,30.2624511,-81.6237929,32217
1021,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1022,Pet Supermarket,30.2873056,-81.7213709,32210
1023,Pet Supermarket,30.2640955,-81.55840649999999,32216
1024,Pet Supermarket,29.8795038,-81.326146,32084
1025,Pet Supermarket,30.1875604,-81.62707739999999,32257
1026,Pet Supermarket,30.2054568,-81.7591583,32244
1027,Pet Supermarket,29.675545,-82.33880669999999,32609
1028,Pet Supermarket,29.187339,-82.1098148,34470
1029,Pet Supermarket,30.3175559,-81.4726537,32225
1030,Pet Supermarket,29.5540932,-81.22952409999999,32137
1031,Pet Supermarket,30.2848241,-81.4610276,32224
1032,Pet Creations,30.4515094,-81.63737479999999,32218
1033,Pet Supermarket,30.3524532,-81.5812534,32277
1034,Petco,29.1435119,-82.1877512,34474
1035,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
1036,Pet and Feed Store,30.2473951,-81.7999338,32210
1037,Pet Supermarket,29.1263381,-81.00240389999999,32127
1038,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
1039,Pet Supermarket,30.1422699,-81.7658136,32065
1040,Pet Supermarket,30.2624511,-81.6237929,32217
1041,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1042,Pet Creations,30.4515094,-81.63737479999999,32218
1043,Pet Supermarket,30.2873056,-81.7213709,32210
1044,Pet Supermarket,30.2640955,-81.55840649999999,32216
1045,Pet Supermarket,29.8795038,-81.326146,32084
1046,Pet Supermarket,30.1875604,-81.62707739999999,32257
1047,Pet Supermarket,30.2054568,-81.7591583,32244
1048,Pet Supermarket,30.3175559,-81.4726537,32225
1049,Pet Supermarket,30.2848241,-81.4610276,32224
1050,Pet Supermarket,30.3524532,-81.5812534,32277
1051,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
1052,Pet and Feed Store,30.2473951,-81.7999338,32210
1053,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
1054,Pet Supermarket,30.1422699,-81.7658136,32065
1055,Pet Supplies Plus Brunswick,31.2187829,-81.4944343,31520
1056,EarthWise Pet,30.2903108,-81.3923713,32250
1057,Pet Supermarket,30.1929248,-81.5487701,32256
1058,Pet Supermarket,30.2885374,-81.3956323,32250
1059,Petco,30.17193219999999,-81.6266911,32223
1060,Pet Supermarket,30.2624511,-81.6237929,32217
1061,Pet Supermarket,30.2640955,-81.55840649999999,32216
1062,Pet Supermarket,30.1875604,-81.62707739999999,32257
1063,Pet Supermarket,30.2054568,-81.7591583,32244
1064,Pet Supermarket,29.675545,-82.33880669999999,32609
1065,Pet Supermarket,30.2873056,-81.7213709,32210
1066,Pet Supermarket,29.8795038,-81.326146,32084
1067,Pet Supermarket,30.2885374,-81.3956323,32250
1068,Pet Supermarket,30.3175559,-81.4726537,32225
1069,Pet Supermarket,30.1422699,-81.7658136,32065
1070,Pet Supermarket,29.5540932,-81.22952409999999,32137
1071,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1072,PetSmart,30.3274361,-81.5482442,32225
1073,PetSmart,29.6229983,-82.3805296,32608
1074,PetSmart,30.2711295,-81.3900309,32250
1075,Pet Creations,30.4515094,-81.63737479999999,32218
1076,PetSmart,30.4763902,-81.6426602,32218
1077,PetSmart,30.19998589999999,-81.5502113,32256
1078,Pet Supermarket,30.2848241,-81.4610276,32224
1079,PetSmart,30.1995024,-81.82314559999999,32222
1080,Pet Supermarket,30.2624511,-81.6237929,32217
1081,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1082,Pet Supermarket,30.2873056,-81.7213709,32210
1083,Pet Supplies Plus Winter Park,28.612493,-81.27976029999999,32792
1084,Pet Supermarket,30.2640955,-81.55840649999999,32216
1085,Pet Supermarket,28.6545786,-81.2075655,32765
1086,Pet Supermarket,29.8795038,-81.326146,32084
1087,Pet Supermarket,30.1875604,-81.62707739999999,32257
1088,Pet Supermarket,30.2054568,-81.7591583,32244
1089,Pet Supermarket,29.187339,-82.1098148,34470
1090,Pet Supermarket,28.6015378,-81.3236531,32792
1091,Pet Supplies Plus Sanford,28.75908,-81.2842043,32773
1092,Pet Supermarket,30.3175559,-81.4726537,32225
1093,Pet Supermarket,29.5540932,-81.22952409999999,32137
1094,Pet Supermarket,30.2848241,-81.4610276,32224
1095,Pet Supermarket,30.3524532,-81.5812534,32277
1096,Petco,29.1435119,-82.1877512,34474
1097,Pet Supermarket,28.9142272,-81.29114059999999,32763
1098,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
1099,Pet and Feed Store,30.2473951,-81.7999338,32210
1100,Pet Supermarket,30.2624511,-81.6237929,32217
1101,Pet Supplies Plus Sanford,28.75908,-81.2842043,32773
1102,PetSmart,29.1921942,-81.07495399999999,32114
1103,Pet Supermarket,30.2640955,-81.55840649999999,32216
1104,Pet Supermarket,30.1875604,-81.62707739999999,32257
1105,Pet Supermarket,30.2054568,-81.7591583,32244
1106,Pet Supermarket,30.2873056,-81.7213709,32210
1107,Pet Supermarket,29.8795038,-81.326146,32084
1108,Pet Supermarket,30.2885374,-81.3956323,32250
1109,Pet Supermarket,30.3175559,-81.4726537,32225
1110,Pet Supermarket,28.9142272,-81.29114059999999,32763
1111,Pet Supermarket,30.1422699,-81.7658136,32065
1112,Pet Supermarket,28.6718013,-81.4510753,32703
1113,Pet Supermarket,29.5540932,-81.22952409999999,32137
1114,Pet Supermarket,29.2690141,-81.10086919999999,32174
1115,Pet Supermarket,29.1263381,-81.00240389999999,32127
1116,PetSmart,30.19998589999999,-81.5502113,32256
1117,PetSmart,30.3274361,-81.5482442,32225
1118,Pet Supermarket,29.187339,-82.1098148,34470
1119,Our Pet World,28.6736037,-81.47923,32703
1120,Pet Supermarket,30.2624511,-81.6237929,32217
1121,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1122,Pet Supermarket,30.2873056,-81.7213709,32210
1123,Pet Supplies Plus Winter Park,28.612493,-81.27976029999999,32792
1124,Pet Supermarket,30.2640955,-81.55840649999999,32216
1125,Pet Supermarket,28.6545786,-81.2075655,32765
1126,Pet Supermarket,29.8795038,-81.326146,32084
1127,Pet Supermarket,30.1875604,-81.62707739999999,32257
1128,Pet Supermarket,30.2054568,-81.7591583,32244
1129,Pet Supermarket,29.187339,-82.1098148,34470
1130,Pet Supermarket,28.6015378,-81.3236531,32792
1131,Pet Supplies Plus Sanford,28.75908,-81.2842043,32773
1132,Pet Supermarket,30.3175559,-81.4726537,32225
1133,Pet Supermarket,29.5540932,-81.22952409999999,32137
1134,Pet Supermarket,30.2848241,-81.4610276,32224
1135,Pet Supermarket,30.3524532,-81.5812534,32277
1136,Pet Supermarket,28.9142272,-81.29114059999999,32763
1137,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
1138,Pet and Feed Store,30.2473951,-81.7999338,32210
1139,Pet Supermarket,28.8207074,-81.6779207,32757
1140,Pet Supermarket,30.2624511,-81.6237929,32217
1141,Pet Supplies Plus Sanford,28.75908,-81.2842043,32773
1142,PetSmart,29.1921942,-81.07495399999999,32114
1143,Pet Supermarket,30.2640955,-81.55840649999999,32216
1144,Pet Supermarket,30.1875604,-81.62707739999999,32257
1145,Pet Supermarket,30.2054568,-81.7591583,32244
1146,Pet Supermarket,30.2873056,-81.7213709,32210
1147,Pet Supermarket,29.8795038,-81.326146,32084
1148,Pet Supermarket,30.2885374,-81.3956323,32250
1149,Pet Supermarket,30.3175559,-81.4726537,32225
1150,Pet Supermarket,28.9142272,-81.29114059999999,32763
1151,Pet Supermarket,30.1422699,-81.7658136,32065
1152,Pet Supermarket,28.6718013,-81.4510753,32703
1153,Pet Supermarket,29.5540932,-81.22952409999999,32137
1154,Pet Supermarket,29.2690141,-81.10086919999999,32174
1155,Pet Supermarket,29.1263381,-81.00240389999999,32127
1156,PetSmart,30.19998589999999,-81.5502113,32256
1157,PetSmart,30.3274361,-81.5482442,32225
1158,Pet Supermarket,29.187339,-82.1098148,34470
1159,Our Pet World,28.6736037,-81.47923,32703
1160,Pet Supermarket,30.2624511,-81.6237929,32217
1161,Pet Supplies Plus Sanford,28.75908,-81.2842043,32773
1162,PetSmart,29.1921942,-81.07495399999999,32114
1163,Pet Supermarket,30.2640955,-81.55840649999999,32216
1164,Pet Supermarket,30.1875604,-81.62707739999999,32257
1165,Pet Supermarket,30.2054568,-81.7591583,32244
1166,Pet Supermarket,30.2873056,-81.7213709,32210
1167,Pet Supermarket,29.8795038,-81.326146,32084
1168,Pet Supermarket,30.2885374,-81.3956323,32250
1169,Pet Supermarket,30.3175559,-81.4726537,32225
1170,Pet Supermarket,28.9142272,-81.29114059999999,32763
1171,Pet Supermarket,30.1422699,-81.7658136,32065
1172,Pet Supermarket,28.6718013,-81.4510753,32703
1173,Pet Supermarket,29.5540932,-81.22952409999999,32137
1174,Pet Supermarket,29.2690141,-81.10086919999999,32174
1175,Pet Supermarket,29.1263381,-81.00240389999999,32127
1176,PetSmart,30.19998589999999,-81.5502113,32256
1177,PetSmart,30.3274361,-81.5482442,32225
1178,Pet Supermarket,29.187339,-82.1098148,34470
1179,Our Pet World,28.6736037,-81.47923,32703
1180,Pet Supermarket,30.2624511,-81.6237929,32217
1181,Petco,28.5517522,-81.35161939999999,32803
1182,Pet Supermarket,30.2873056,-81.7213709,32210
1183,Pet Supermarket,30.2640955,-81.55840649999999,32216
1184,Pet Supermarket,28.6545786,-81.2075655,32765
1185,Pet Supermarket,28.548614,-81.73799590000002,34711
1186,Pet Supermarket,29.8795038,-81.326146,32084
1187,Pet Supermarket,30.1875604,-81.62707739999999,32257
1188,Pet Supermarket,30.2054568,-81.7591583,32244
1189,Pet Supermarket,29.187339,-82.1098148,34470
1190,Pet Supplies Plus Winter Park,28.612493,-81.27976029999999,32792
1191,Pet Supermarket,28.6015378,-81.3236531,32792
1192,Pet Supplies Plus Sanford,28.75908,-81.2842043,32773
1193,Pet Supermarket,30.3175559,-81.4726537,32225
1194,Pet Supermarket,29.5540932,-81.22952409999999,32137
1195,Pet Supermarket,30.2848241,-81.4610276,32224
1196,Petco,29.1435119,-82.1877512,34474
1197,Pet Supermarket,28.9142272,-81.29114059999999,32763
1198,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
1199,Pet and Feed Store,30.2473951,-81.7999338,32210
1200,Pet Supermarket,30.2624511,-81.6237929,32217
1201,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1202,Pet Supermarket,30.2873056,-81.7213709,32210
1203,Pet Supermarket,30.2640955,-81.55840649999999,32216
1204,Pet Supermarket,29.8795038,-81.326146,32084
1205,Pet Supermarket,30.1875604,-81.62707739999999,32257
1206,Pet Supermarket,30.2054568,-81.7591583,32244
1207,Pet Supermarket,29.675545,-82.33880669999999,32609
1208,Pet Supermarket,29.187339,-82.1098148,34470
1209,Pet Supermarket,30.3175559,-81.4726537,32225
1210,Pet Supermarket,29.5540932,-81.22952409999999,32137
1211,Pet Supermarket,30.2848241,-81.4610276,32224
1212,Pet Creations,30.4515094,-81.63737479999999,32218
1213,Pet Supermarket,30.3524532,-81.5812534,32277
1214,Petco,29.1435119,-82.1877512,34474
1215,Pet Supermarket,28.9142272,-81.29114059999999,32763
1216,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
1217,Pet and Feed Store,30.2473951,-81.7999338,32210
1218,Pet Supermarket,28.8207074,-81.6779207,32757
1219,Pet Supermarket,29.1263381,-81.00240389999999,32127
1220,Pet Supermarket,30.2624511,-81.6237929,32217
1221,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1222,Pet Supermarket,30.2873056,-81.7213709,32210
1223,Pet Supermarket,30.2640955,-81.55840649999999,32216
1224,Pet Supermarket,29.8795038,-81.326146,32084
1225,Pet Supermarket,30.1875604,-81.62707739999999,32257
1226,Pet Supermarket,30.2054568,-81.7591583,32244
1227,Pet Supermarket,29.675545,-82.33880669999999,32609
1228,Pet Supermarket,29.187339,-82.1098148,34470
1229,Pet Supermarket,30.3175559,-81.4726537,32225
1230,Pet Supermarket,29.5540932,-81.22952409999999,32137
1231,Pet Supermarket,30.2848241,-81.4610276,32224
1232,Pet Creations,30.4515094,-81.63737479999999,32218
1233,Pet Supermarket,30.3524532,-81.5812534,32277
1234,Petco,29.1435119,-82.1877512,34474
1235,Pet Supermarket,28.9142272,-81.29114059999999,32763
1236,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
1237,Pet and Feed Store,30.2473951,-81.7999338,32210
1238,Pet Supermarket,29.1263381,-81.00240389999999,32127
1239,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
1240,Pet Supermarket,30.2624511,-81.6237929,32217
1241,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1242,Pet Supermarket,30.2873056,-81.7213709,32210
1243,Pet Supplies Plus Sanford,28.75908,-81.2842043,32773
1244,Pet Supermarket,30.2640955,-81.55840649999999,32216
1245,Pet Supermarket,28.6545786,-81.2075655,32765
1246,Pet Supermarket,29.8795038,-81.326146,32084
1247,Pet Supermarket,30.1875604,-81.62707739999999,32257
1248,Pet Supermarket,30.2054568,-81.7591583,32244
1249,Pet Supermarket,29.187339,-82.1098148,34470
1250,Pet Supermarket,30.3175559,-81.4726537,32225
1251,Pet Supermarket,29.5540932,-81.22952409999999,32137
1252,Pet Supermarket,30.2848241,-81.4610276,32224
1253,Pet Supermarket,30.3524532,-81.5812534,32277
1254,Petco,29.1435119,-82.1877512,34474
1255,Pet Supermarket,28.9142272,-81.29114059999999,32763
1256,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
1257,Pet and Feed Store,30.2473951,-81.7999338,32210
1258,Pet Supermarket,28.8207074,-81.6779207,32757
1259,Pet Supermarket,29.1263381,-81.00240389999999,32127
1260,Pet Supermarket,30.2624511,-81.6237929,32217
1261,Pet Supermarket,30.2640955,-81.55840649999999,32216
1262,Pet Supermarket,30.1875604,-81.62707739999999,32257
1263,Pet Supermarket,30.2054568,-81.7591583,32244
1264,Pet Supermarket,29.675545,-82.33880669999999,32609
1265,Pet Supermarket,30.2873056,-81.7213709,32210
1266,Pet Supermarket,29.8795038,-81.326146,32084
1267,Pet Supermarket,30.2885374,-81.3956323,32250
1268,Pet Supermarket,30.3175559,-81.4726537,32225
1269,Pet Supermarket,30.1422699,-81.7658136,32065
1270,Pet Supermarket,29.5540932,-81.22952409999999,32137
1271,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1272,PetSmart,30.3274361,-81.5482442,32225
1273,PetSmart,29.6229983,-82.3805296,32608
1274,PetSmart,30.2711295,-81.3900309,32250
1275,Pet Creations,30.4515094,-81.63737479999999,32218
1276,PetSmart,30.4763902,-81.6426602,32218
1277,PetSmart,30.19998589999999,-81.5502113,32256
1278,Pet Supermarket,30.2848241,-81.4610276,32224
1279,PetSmart,30.1995024,-81.82314559999999,32222
1280,Pet Supermarket,30.2624511,-81.6237929,32217
1281,Pet Supermarket,30.2640955,-81.55840649999999,32216
1282,Pet Supermarket,30.1875604,-81.62707739999999,32257
1283,Pet Supermarket,30.2054568,-81.7591583,32244
1284,Pet Supermarket,29.675545,-82.33880669999999,32609
1285,Pet Supermarket,30.2873056,-81.7213709,32210
1286,Pet Supermarket,29.8795038,-81.326146,32084
1287,Pet Supermarket,30.2885374,-81.3956323,32250
1288,Pet Supermarket,30.3175559,-81.4726537,32225
1289,Pet Supermarket,30.1422699,-81.7658136,32065
1290,Pet Supermarket,29.5540932,-81.22952409999999,32137
1291,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1292,PetSmart,30.3274361,-81.5482442,32225
1293,PetSmart,29.6229983,-82.3805296,32608
1294,PetSmart,30.2711295,-81.3900309,32250
1295,Pet Creations,30.4515094,-81.63737479999999,32218
1296,PetSmart,30.4763902,-81.6426602,32218
1297,PetSmart,30.19998589999999,-81.5502113,32256
1298,Pet Supermarket,30.2848241,-81.4610276,32224
1299,PetSmart,30.1995024,-81.82314559999999,32222
1300,Pet Supermarket,30.2624511,-81.6237929,32217
1301,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1302,Pet Supermarket,30.2873056,-81.7213709,32210
1303,Pet Supermarket,30.2640955,-81.55840649999999,32216
1304,Pet Supermarket,29.8795038,-81.326146,32084
1305,Pet Supermarket,30.1875604,-81.62707739999999,32257
1306,Pet Supermarket,30.2054568,-81.7591583,32244
1307,Pet Supermarket,29.675545,-82.33880669999999,32609
1308,Pet Supermarket,30.3175559,-81.4726537,32225
1309,Pet Supermarket,29.5540932,-81.22952409999999,32137
1310,Pet Supermarket,30.2848241,-81.4610276,32224
1311,Pet Creations,30.4515094,-81.63737479999999,32218
1312,Pet Supermarket,30.3524532,-81.5812534,32277
1313,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
1314,Pet and Feed Store,30.2473951,-81.7999338,32210
1315,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
1316,Pet Supermarket,30.1422699,-81.7658136,32065
1317,Pet Supplies Plus Brunswick,31.2187829,-81.4944343,31520
1318,EarthWise Pet,30.2903108,-81.3923713,32250
1319,Petco,29.6571701,-82.4156051,32605
1320,Pet Supermarket,30.2624511,-81.6237929,32217
1321,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1322,Pet Supermarket,30.2873056,-81.7213709,32210
1323,Pet Supermarket,30.2640955,-81.55840649999999,32216
1324,Pet Supermarket,29.8795038,-81.326146,32084
1325,Pet Supermarket,30.1875604,-81.62707739999999,32257
1326,Pet Supermarket,30.2054568,-81.7591583,32244
1327,Pet Supermarket,29.675545,-82.33880669999999,32609
1328,Pet Supermarket,30.3175559,-81.4726537,32225
1329,Pet Supermarket,29.5540932,-81.22952409999999,32137
1330,Pet Supermarket,30.2848241,-81.4610276,32224
1331,Pet Creations,30.4515094,-81.63737479999999,32218
1332,Pet Supermarket,30.3524532,-81.5812534,32277
1333,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
1334,Pet and Feed Store,30.2473951,-81.7999338,32210
1335,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
1336,Pet Supermarket,30.1422699,-81.7658136,32065
1337,Pet Supplies Plus Brunswick,31.2187829,-81.4944343,31520
1338,EarthWise Pet,30.2903108,-81.3923713,32250
1339,Petco,29.6571701,-82.4156051,32605
1340,Pet Supermarket,30.2624511,-81.6237929,32217
1341,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1342,Pet Supermarket,30.2873056,-81.7213709,32210
1343,Pet Supermarket,30.2640955,-81.55840649999999,32216
1344,Pet Supermarket,29.8795038,-81.326146,32084
1345,Pet Supermarket,30.1875604,-81.62707739999999,32257
1346,Pet Supermarket,30.2054568,-81.7591583,32244
1347,Pet Supermarket,29.675545,-82.33880669999999,32609
1348,Pet Supermarket,30.3175559,-81.4726537,32225
1349,Pet Supermarket,29.5540932,-81.22952409999999,32137
1350,Pet Supermarket,30.2848241,-81.4610276,32224
1351,Pet Creations,30.4515094,-81.63737479999999,32218
1352,Pet Supermarket,30.3524532,-81.5812534,32277
1353,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
1354,Pet and Feed Store,30.2473951,-81.7999338,32210
1355,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
1356,Pet Supermarket,30.1422699,-81.7658136,32065
1357,EarthWise Pet,30.2903108,-81.3923713,32250
1358,Petco,29.6571701,-82.4156051,32605
1359,Pet Supermarket,30.1929248,-81.5487701,32256
1360,Pet Supermarket,30.2624511,-81.6237929,32217
1361,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1362,Pet Supermarket,30.2873056,-81.7213709,32210
1363,Pet Supermarket,30.2640955,-81.55840649999999,32216
1364,Pet Supermarket,29.8795038,-81.326146,32084
1365,Pet Supermarket,30.1875604,-81.62707739999999,32257
1366,Pet Supermarket,30.2054568,-81.7591583,32244
1367,Pet Supermarket,29.675545,-82.33880669999999,32609
1368,Pet Supermarket,30.3175559,-81.4726537,32225
1369,Pet Supermarket,29.5540932,-81.22952409999999,32137
1370,Pet Supermarket,30.2848241,-81.4610276,32224
1371,Pet Creations,30.4515094,-81.63737479999999,32218
1372,Pet Supermarket,30.3524532,-81.5812534,32277
1373,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
1374,Pet and Feed Store,30.2473951,-81.7999338,32210
1375,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
1376,Pet Supermarket,30.1422699,-81.7658136,32065
1377,Pet Supplies Plus Brunswick,31.2187829,-81.4944343,31520
1378,EarthWise Pet,30.2903108,-81.3923713,32250
1379,Petco,29.6571701,-82.4156051,32605
1380,Pet Supermarket,30.2624511,-81.6237929,32217
1381,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1382,Pet Supermarket,30.2873056,-81.7213709,32210
1383,Pet Supermarket,30.2640955,-81.55840649999999,32216
1384,Pet Supermarket,29.8795038,-81.326146,32084
1385,Pet Supermarket,30.1875604,-81.62707739999999,32257
1386,Pet Supermarket,30.2054568,-81.7591583,32244
1387,Pet Supermarket,29.675545,-82.33880669999999,32609
1388,Pet Supermarket,30.3175559,-81.4726537,32225
1389,Pet Supermarket,29.5540932,-81.22952409999999,32137
1390,Pet Supermarket,30.2848241,-81.4610276,32224
1391,Pet Creations,30.4515094,-81.63737479999999,32218
1392,Pet Supermarket,30.3524532,-81.5812534,32277
1393,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
1394,Pet and Feed Store,30.2473951,-81.7999338,32210
1395,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
1396,Pet Supermarket,30.1422699,-81.7658136,32065
1397,EarthWise Pet,30.2903108,-81.3923713,32250
1398,Petco,29.6571701,-82.4156051,32605
1399,Pet Supermarket,30.1929248,-81.5487701,32256
1400,Pet Supermarket,30.2624511,-81.6237929,32217
1401,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1402,Pet Supermarket,30.2873056,-81.7213709,32210
1403,Pet Supermarket,30.2640955,-81.55840649999999,32216
1404,Pet Supermarket,29.8795038,-81.326146,32084
1405,Pet Supermarket,30.1875604,-81.62707739999999,32257
1406,Pet Supermarket,30.2054568,-81.7591583,32244
1407,Pet Supermarket,29.675545,-82.33880669999999,32609
1408,Pet Supermarket,30.3175559,-81.4726537,32225
1409,Pet Supermarket,29.5540932,-81.22952409999999,32137
1410,Pet Supermarket,30.2848241,-81.4610276,32224
1411,Pet Creations,30.4515094,-81.63737479999999,32218
1412,Pet Supermarket,30.3524532,-81.5812534,32277
1413,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
1414,Pet and Feed Store,30.2473951,-81.7999338,32210
1415,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
1416,Pet Supermarket,30.1422699,-81.7658136,32065
1417,Pet Supplies Plus Brunswick,31.2187829,-81.4944343,31520
1418,EarthWise Pet,30.2903108,-81.3923713,32250
1419,Petco,29.6571701,-82.4156051,32605
1420,Pet Supermarket,30.2624511,-81.6237929,32217
1421,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1422,Pet Supermarket,30.2873056,-81.7213709,32210
1423,Pet Supermarket,30.2640955,-81.55840649999999,32216
1424,Pet Supermarket,29.8795038,-81.326146,32084
1425,Pet Supermarket,30.1875604,-81.62707739999999,32257
1426,Pet Supermarket,30.2054568,-81.7591583,32244
1427,Pet Supermarket,29.675545,-82.33880669999999,32609
1428,Pet Supermarket,30.3175559,-81.4726537,32225
1429,Pet Supermarket,29.5540932,-81.22952409999999,32137
1430,Pet Supermarket,30.2848241,-81.4610276,32224
1431,Pet Creations,30.4515094,-81.63737479999999,32218
1432,Pet Supermarket,30.3524532,-81.5812534,32277
1433,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
1434,Pet and Feed Store,30.2473951,-81.7999338,32210
1435,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
1436,Pet Supermarket,30.1422699,-81.7658136,32065
1437,Pet Supplies Plus Brunswick,31.2187829,-81.4944343,31520
1438,EarthWise Pet,30.2903108,-81.3923713,32250
1439,Petco,29.6571701,-82.4156051,32605
1440,Pet Supermarket,30.2624511,-81.6237929,32217
1441,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1442,Pet Supermarket,30.2873056,-81.7213709,32210
1443,Pet Supermarket,30.2640955,-81.55840649999999,32216
1444,Pet Supermarket,29.8795038,-81.326146,32084
1445,Pet Supermarket,30.1875604,-81.62707739999999,32257
1446,Pet Supermarket,30.2054568,-81.7591583,32244
1447,Pet Supermarket,29.675545,-82.33880669999999,32609
1448,Pet Supermarket,30.3175559,-81.4726537,32225
1449,Pet Supermarket,29.5540932,-81.22952409999999,32137
1450,Pet Supermarket,30.2848241,-81.4610276,32224
1451,Pet Creations,30.4515094,-81.63737479999999,32218
1452,Pet Supermarket,30.3524532,-81.5812534,32277
1453,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
1454,Pet and Feed Store,30.2473951,-81.7999338,32210
1455,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
1456,Pet Supermarket,30.1422699,-81.7658136,32065
1457,EarthWise Pet,30.2903108,-81.3923713,32250
1458,Petco,29.6571701,-82.4156051,32605
1459,Pet Supermarket,30.1929248,-81.5487701,32256
1460,Pet Supermarket,30.2624511,-81.6237929,32217
1461,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
1462,Pet Supermarket,30.2873056,-81.7213709,32210
1463,Pet Supermarket,30.2640955,-81.55840649999999,32216
1464,Pet Supermarket,29.8795038,-81.326146,32084
1465,Pet Supermarket,30.1875604,-81.62707739999999,32257
1466,Pet Supermarket,30.2054568,-81.7591583,32244
