,name,lat,lng,zip,parkrating
2352,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
2353,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
2354,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
2355,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
2356,Poochie's Park,30.12608,-81.7985779,32065,1254.0
2357,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
2358,Eagle Landing Dog Park (Private),30.1475841,-81.8474579,32065,16.0
2359,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
2360,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2361,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2362,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
2363,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
2364,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2365,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
2366,Dog Park,31.1467483,-81.47761910000001,31520,298.0
2367,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
2368,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
2369,Good dog park,30.4587354,-81.6328316,32218,538.0
2370,Paws Park (member only),30.2835359,-81.406302,32250,264.0
2371,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
2372,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
2373,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
2374,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
2375,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
2376,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
2377,Orange Park Dog Park,30.1710878,-81.7150949,32073,5.0
2378,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
2379,Dog Park,30.2363364,-81.6992212,32244,60.0
2380,Carla Gnann-Thompson Memorial Dog Park,28.8460889,-81.66978379999999,32726,210.0
2381,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2382,Bark Central Dog Park,28.8585849,-82.3291218,34453,490.0
2383,BarkPark of Wildwood,28.8578091,-82.0219513,34785,248.0
2384,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2385,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
2386,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2387,Atlas Canine Recreation Park (Dog Park),28.8472411,-81.9535899,34731,212.0
2388,Leesburg Dog Park,28.8313263,-81.79992279999999,34788,202.0
2389,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
2390,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2391,Citrus County Dog Park,28.7884722,-82.57944110000001,34448,62.0
2392,Mt Dora Dog Park,28.8057019,-81.62937869999999,32757,230.0
2393,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
2394,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
2395,Paws Park (member only),30.2835359,-81.406302,32250,264.0
2396,Rupert Canine Park,28.7944993,-81.9959025,33585,60.0
2397,Good dog park,30.4587354,-81.6328316,32218,538.0
2398,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
2399,Lake Panasoffkee Dog Park,28.7711103,-82.1211639,33538,250.0
2400,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2401,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2402,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
2403,Bark Central Dog Park,28.8585849,-82.3291218,34453,490.0
2404,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2405,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
2406,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2407,BarkPark of Wildwood,28.8578091,-82.0219513,34785,248.0
2408,Atlas Canine Recreation Park (Dog Park),28.8472411,-81.9535899,34731,212.0
2409,Lake Panasoffkee Dog Park,28.7711103,-82.1211639,33538,250.0
2410,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
2411,Leesburg Dog Park,28.8313263,-81.79992279999999,34788,202.0
2412,Mt Dora Dog Park,28.8057019,-81.62937869999999,32757,230.0
2413,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
2414,Good dog park,30.4587354,-81.6328316,32218,538.0
2415,Paws Park (member only),30.2835359,-81.406302,32250,264.0
2416,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
2417,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
2418,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
2419,Carla Gnann-Thompson Memorial Dog Park,28.8460889,-81.66978379999999,32726,210.0
2420,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2421,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2422,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
2423,Bark Central Dog Park,28.8585849,-82.3291218,34453,490.0
2424,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2425,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
2426,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2427,BarkPark of Wildwood,28.8578091,-82.0219513,34785,248.0
2428,Atlas Canine Recreation Park (Dog Park),28.8472411,-81.9535899,34731,212.0
2429,Lake Panasoffkee Dog Park,28.7711103,-82.1211639,33538,250.0
2430,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
2431,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
2432,Leesburg Dog Park,28.8313263,-81.79992279999999,34788,202.0
2433,Mt Dora Dog Park,28.8057019,-81.62937869999999,32757,230.0
2434,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
2435,Good dog park,30.4587354,-81.6328316,32218,538.0
2436,Paws Park (member only),30.2835359,-81.406302,32250,264.0
2437,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
2438,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
2439,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
2440,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2441,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2442,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
2443,Bark Central Dog Park,28.8585849,-82.3291218,34453,490.0
2444,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2445,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
2446,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2447,BarkPark of Wildwood,28.8578091,-82.0219513,34785,248.0
2448,Atlas Canine Recreation Park (Dog Park),28.8472411,-81.9535899,34731,212.0
2449,Lake Panasoffkee Dog Park,28.7711103,-82.1211639,33538,250.0
2450,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
2451,Leesburg Dog Park,28.8313263,-81.79992279999999,34788,202.0
2452,Mt Dora Dog Park,28.8057019,-81.62937869999999,32757,230.0
2453,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
2454,Good dog park,30.4587354,-81.6328316,32218,538.0
2455,Paws Park (member only),30.2835359,-81.406302,32250,264.0
2456,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
2457,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
2458,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
2459,Carla Gnann-Thompson Memorial Dog Park,28.8460889,-81.66978379999999,32726,210.0
2460,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2461,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2462,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
2463,Bark Central Dog Park,28.8585849,-82.3291218,34453,490.0
2464,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2465,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
2466,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2467,BarkPark of Wildwood,28.8578091,-82.0219513,34785,248.0
2468,Atlas Canine Recreation Park (Dog Park),28.8472411,-81.9535899,34731,212.0
2469,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
2470,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
2471,Leesburg Dog Park,28.8313263,-81.79992279999999,34788,202.0
2472,Mt Dora Dog Park,28.8057019,-81.62937869999999,32757,230.0
2473,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
2474,Good dog park,30.4587354,-81.6328316,32218,538.0
2475,Paws Park (member only),30.2835359,-81.406302,32250,264.0
2476,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
2477,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
2478,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
2479,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
2480,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2481,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2482,Bark Central Dog Park,28.8585849,-82.3291218,34453,490.0
2483,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2484,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
2485,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2486,BarkPark of Wildwood,28.8578091,-82.0219513,34785,248.0
2487,Atlas Canine Recreation Park (Dog Park),28.8472411,-81.9535899,34731,212.0
2488,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
2489,Leesburg Dog Park,28.8313263,-81.79992279999999,34788,202.0
2490,Mt Dora Dog Park,28.8057019,-81.62937869999999,32757,230.0
2491,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
2492,Good dog park,30.4587354,-81.6328316,32218,538.0
2493,Paws Park (member only),30.2835359,-81.406302,32250,264.0
2494,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
2495,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
2496,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
2497,Carla Gnann-Thompson Memorial Dog Park,28.8460889,-81.66978379999999,32726,210.0
2498,Poochie's Park,30.12608,-81.7985779,32065,1254.0
2499,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
2500,Carla Gnann-Thompson Memorial Dog Park,28.8460889,-81.66978379999999,32726,210.0
2501,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2502,Bark Central Dog Park,28.8585849,-82.3291218,34453,490.0
2503,BarkPark of Wildwood,28.8578091,-82.0219513,34785,248.0
2504,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2505,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2506,Atlas Canine Recreation Park (Dog Park),28.8472411,-81.9535899,34731,212.0
2507,Leesburg Dog Park,28.8313263,-81.79992279999999,34788,202.0
2508,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
2509,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2510,Richmond Dog Park,28.8327996,-82.0287699,34785,2.0
2511,Citrus County Dog Park,28.7884722,-82.57944110000001,34448,62.0
2512,Mt Dora Dog Park,28.8057019,-81.62937869999999,32757,230.0
2513,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
2514,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
2515,Paws Park (member only),30.2835359,-81.406302,32250,264.0
2516,Rupert Canine Park,28.7944993,-81.9959025,33585,60.0
2517,Good dog park,30.4587354,-81.6328316,32218,538.0
2518,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
2519,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
2520,BarkPark of Wildwood,28.8578091,-82.0219513,34785,248.0
2521,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2522,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2523,Carla Gnann-Thompson Memorial Dog Park,28.8460889,-81.66978379999999,32726,210.0
2524,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2525,Atlas Canine Recreation Park (Dog Park),28.8472411,-81.9535899,34731,212.0
2526,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
2527,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2528,Good dog park,30.4587354,-81.6328316,32218,538.0
2529,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
2530,Bark Central Dog Park,28.8585849,-82.3291218,34453,490.0
2531,Citrus County Dog Park,28.7884722,-82.57944110000001,34448,62.0
2532,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
2533,Paws Park (member only),30.2835359,-81.406302,32250,264.0
2534,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
2535,Leesburg Dog Park,28.8313263,-81.79992279999999,34788,202.0
2536,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
2537,Lake Panasoffkee Dog Park,28.7711103,-82.1211639,33538,250.0
2538,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
2539,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
2540,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2541,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2542,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
2543,Bark Central Dog Park,28.8585849,-82.3291218,34453,490.0
2544,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2545,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
2546,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2547,BarkPark of Wildwood,28.8578091,-82.0219513,34785,248.0
2548,Atlas Canine Recreation Park (Dog Park),28.8472411,-81.9535899,34731,212.0
2549,Lake Panasoffkee Dog Park,28.7711103,-82.1211639,33538,250.0
2550,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
2551,Leesburg Dog Park,28.8313263,-81.79992279999999,34788,202.0
2552,Mt Dora Dog Park,28.8057019,-81.62937869999999,32757,230.0
2553,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
2554,Good dog park,30.4587354,-81.6328316,32218,538.0
2555,Paws Park (member only),30.2835359,-81.406302,32250,264.0
2556,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
2557,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
2558,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
2559,Carla Gnann-Thompson Memorial Dog Park,28.8460889,-81.66978379999999,32726,210.0
2560,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2561,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2562,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
2563,Bark Central Dog Park,28.8585849,-82.3291218,34453,490.0
2564,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2565,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
2566,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2567,BarkPark of Wildwood,28.8578091,-82.0219513,34785,248.0
2568,Atlas Canine Recreation Park (Dog Park),28.8472411,-81.9535899,34731,212.0
2569,Lake Panasoffkee Dog Park,28.7711103,-82.1211639,33538,250.0
2570,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
2571,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
2572,Leesburg Dog Park,28.8313263,-81.79992279999999,34788,202.0
2573,Mt Dora Dog Park,28.8057019,-81.62937869999999,32757,230.0
2574,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
2575,Good dog park,30.4587354,-81.6328316,32218,538.0
2576,Paws Park (member only),30.2835359,-81.406302,32250,264.0
2577,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
2578,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
2579,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
2580,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2581,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2582,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
2583,Bark Central Dog Park,28.8585849,-82.3291218,34453,490.0
2584,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2585,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
2586,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2587,BarkPark of Wildwood,28.8578091,-82.0219513,34785,248.0
2588,Atlas Canine Recreation Park (Dog Park),28.8472411,-81.9535899,34731,212.0
2589,Lake Panasoffkee Dog Park,28.7711103,-82.1211639,33538,250.0
2590,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
2591,Leesburg Dog Park,28.8313263,-81.79992279999999,34788,202.0
2592,Mt Dora Dog Park,28.8057019,-81.62937869999999,32757,230.0
2593,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
2594,Good dog park,30.4587354,-81.6328316,32218,538.0
2595,Paws Park (member only),30.2835359,-81.406302,32250,264.0
2596,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
2597,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
2598,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
2599,Carla Gnann-Thompson Memorial Dog Park,28.8460889,-81.66978379999999,32726,210.0
2600,Carla Gnann-Thompson Memorial Dog Park,28.8460889,-81.66978379999999,32726,210.0
2601,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2602,Bark Central Dog Park,28.8585849,-82.3291218,34453,490.0
2603,BarkPark of Wildwood,28.8578091,-82.0219513,34785,248.0
2604,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2605,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
2606,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2607,Atlas Canine Recreation Park (Dog Park),28.8472411,-81.9535899,34731,212.0
2608,Leesburg Dog Park,28.8313263,-81.79992279999999,34788,202.0
2609,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
2610,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2611,Richmond Dog Park,28.8327996,-82.0287699,34785,2.0
2612,Citrus County Dog Park,28.7884722,-82.57944110000001,34448,62.0
2613,Mt Dora Dog Park,28.8057019,-81.62937869999999,32757,230.0
2614,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
2615,Shae Burchfield Memorial Paw Park,29.8335403,-81.3578686,32086,32.0
2616,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
2617,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
2618,Paws Park (member only),30.2835359,-81.406302,32250,264.0
2619,Rupert Canine Park,28.7944993,-81.9959025,33585,60.0
2620,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2621,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2622,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
2623,Bark Central Dog Park,28.8585849,-82.3291218,34453,490.0
2624,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2625,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
2626,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2627,BarkPark of Wildwood,28.8578091,-82.0219513,34785,248.0
2628,Atlas Canine Recreation Park (Dog Park),28.8472411,-81.9535899,34731,212.0
2629,Lake Panasoffkee Dog Park,28.7711103,-82.1211639,33538,250.0
2630,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
2631,Leesburg Dog Park,28.8313263,-81.79992279999999,34788,202.0
2632,Mt Dora Dog Park,28.8057019,-81.62937869999999,32757,230.0
2633,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
2634,Good dog park,30.4587354,-81.6328316,32218,538.0
2635,Paws Park (member only),30.2835359,-81.406302,32250,264.0
2636,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
2637,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
2638,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
2639,Carla Gnann-Thompson Memorial Dog Park,28.8460889,-81.66978379999999,32726,210.0
2640,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2641,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2642,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
2643,Bark Central Dog Park,28.8585849,-82.3291218,34453,490.0
2644,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2645,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
2646,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2647,BarkPark of Wildwood,28.8578091,-82.0219513,34785,248.0
2648,Atlas Canine Recreation Park (Dog Park),28.8472411,-81.9535899,34731,212.0
2649,Lake Panasoffkee Dog Park,28.7711103,-82.1211639,33538,250.0
2650,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
2651,Leesburg Dog Park,28.8313263,-81.79992279999999,34788,202.0
2652,Mt Dora Dog Park,28.8057019,-81.62937869999999,32757,230.0
2653,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
2654,Good dog park,30.4587354,-81.6328316,32218,538.0
2655,Paws Park (member only),30.2835359,-81.406302,32250,264.0
2656,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
2657,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
2658,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
2659,Carla Gnann-Thompson Memorial Dog Park,28.8460889,-81.66978379999999,32726,210.0
2660,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2661,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2662,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2663,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
2664,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2665,Good dog park,30.4587354,-81.6328316,32218,538.0
2666,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
2667,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
2668,Putnam County Dog Park,29.64539329999999,-81.70986889999999,32177,76.0
2669,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
2670,Aberdeen Area Dog Park,30.0802391,-81.5869688,32259,0.0
2671,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
2672,BarkPark of Wildwood,28.8578091,-82.0219513,34785,248.0
2673,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
2674,Orange Park Dog Park,30.1716272,-81.71474119999999,32073,6.0
2675,Squirrel Ridge Park,29.61278799999999,-82.344039,32608,1184.0
2676,Dog Park,30.110808,-81.495595,32258,3.0
2677,"World Golf Village ""Residents Only"" Neighborhood Park & Dog Park",29.9700818,-81.4829805,32092,84.0
2678,Poochie's Park,30.12608,-81.7985779,32065,1254.0
2679,Eagle Landing Dog Park (Private),30.1475841,-81.8474579,32065,16.0
2680,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2681,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2682,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2683,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2684,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
2685,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
2686,Good dog park,30.4587354,-81.6328316,32218,538.0
2687,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
2688,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
2689,Squirrel Ridge Park,29.61278799999999,-82.344039,32608,1184.0
2690,Dog Park,30.2363364,-81.6992212,32244,60.0
2691,Rivertown Dog Park,30.0366449,-81.62199960000001,32259,2.0
2692,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
2693,Orange Park Dog Park,30.1716272,-81.71474119999999,32073,6.0
2694,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
2695,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
2696,Orange Park Dog Park,30.1710878,-81.7150949,32073,5.0
2697,Putnam County Dog Park,29.64539329999999,-81.70986889999999,32177,76.0
2698,Poochie's Park,30.12608,-81.7985779,32065,1254.0
2699,Possum Creek Dog Park,29.7026686,-82.3856188,32653,2.0
2700,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2701,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2702,Doctors' Dog Park,28.6790854,-81.5053209,32703,1086.0
2703,Bark Central Dog Park,28.8585849,-82.3291218,34453,490.0
2704,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2705,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
2706,BarkPark of Wildwood,28.8578091,-82.0219513,34785,248.0
2707,Atlas Canine Recreation Park (Dog Park),28.8472411,-81.9535899,34731,212.0
2708,Lake Panasoffkee Dog Park,28.7711103,-82.1211639,33538,250.0
2709,Leesburg Dog Park,28.8313263,-81.79992279999999,34788,202.0
2710,Mt Dora Dog Park,28.8057019,-81.62937869999999,32757,230.0
2711,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
2712,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
2713,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
2714,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
2715,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
2716,Carla Gnann-Thompson Memorial Dog Park,28.8460889,-81.66978379999999,32726,210.0
2717,Orange Park Dog Park,30.1710878,-81.7150949,32073,5.0
2718,Dog Park,30.2363364,-81.6992212,32244,60.0
2719,Poochie's Park,30.12608,-81.7985779,32065,1254.0
2720,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
2721,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
2722,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
2723,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
2724,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
